genome Protein
GCA_946893605.1.gff L13
GCA_946893605.1.gff L17
GCA_946893605.1.gff S4
GCA_946893605.1.gff S11
GCA_946893605.1.gff S13
GCA_946893605.1.gff L36
GCA_946893605.1.gff L15
GCA_946893605.1.gff S5
GCA_946893605.1.gff L18
GCA_946893605.1.gff L6
GCA_946893605.1.gff S8
GCA_946893605.1.gff S14
GCA_946893605.1.gff L5
GCA_946893605.1.gff L24
GCA_946893605.1.gff L14
GCA_946893605.1.gff S17
GCA_946893605.1.gff L29
GCA_946893605.1.gff L16
GCA_946893605.1.gff S3
GCA_946893605.1.gff L22
GCA_946893605.1.gff S19
GCA_946893605.1.gff L2
GCA_946893605.1.gff L4
GCA_946893605.1.gff L3
GCA_946893605.1.gff S10
GCA_946893605.1.gff S7
GCA_946893605.1.gff S12
GCA_946893605.1.gff L19
GCA_946893605.1.gff L32
GCA_946893605.1.gff S16

GCA_015256915.3.gff S15
GCA_015256915.3.gff S20
GCA_015256915.3.gff S6
GCA_015256915.3.gff S18
GCA_015256915.3.gff L28
GCA_015256915.3.gff L20
GCA_015256915.3.gff L35
GCA_015256915.3.gff S21
GCA_015256915.3.gff L21
GCA_015256915.3.gff L31
GCA_015256915.3.gff S2
GCA_015256915.3.gff L2
GCA_015256915.3.gff L1
GCA_015256915.3.gff L11
GCA_015256915.3.gff S7
GCA_015256915.3.gff S12
GCA_015256915.3.gff S8
GCA_015256915.3.gff S14
GCA_015256915.3.gff L5
GCA_015256915.3.gff L24
GCA_015256915.3.gff L14
GCA_015256915.3.gff S17
GCA_015256915.3.gff L16
GCA_015256915.3.gff S3
GCA_015256915.3.gff L2
GCA_015256915.3.gff S19
GCA_015256915.3.gff L2
GCA_015256915.3.gff L23
GCA_015256915.3.gff L4
GCA_015256915.3.gff L3
GCA_015256915.3.gff L15
GCA_015256915.3.gff S5
GCA_015256915.3.gff L18
GCA_015256915.3.gff L6
GCA_015256915.3.gff S10
GCA_015256915.3.gff L33
GCA_015256915.3.gff S9
GCA_015256915.3.gff L13
GCA_015256915.3.gff L17
GCA_015256915.3.gff S4
GCA_015256915.3.gff S11
GCA_015256915.3.gff S13
GCA_015256915.3.gff L36
GCA_015256915.3.gff L7/L12
GCA_015256915.3.gff L10
GCA_015256915.3.gff L19
GCA_015256915.3.gff S16
GCA_015256915.3.gff L34

GCF_017656055.1.gff S16
GCF_017656055.1.gff L19
GCF_017656055.1.gff L34
GCF_017656055.1.gff S15
GCF_017656055.1.gff L27
GCF_017656055.1.gff L21
GCF_017656055.1.gff L32
GCF_017656055.1.gff S20
GCF_017656055.1.gff S21
GCF_017656055.1.gff L9
GCF_017656055.1.gff S18
GCF_017656055.1.gff S6
GCF_017656055.1.gff L28
GCF_017656055.1.gff L33
GCF_017656055.1.gff L31
GCF_017656055.1.gff S9
GCF_017656055.1.gff L13
GCF_017656055.1.gff S2
GCF_017656055.1.gff L11
GCF_017656055.1.gff L10
GCF_017656055.1.gff L7/L12
GCF_017656055.1.gff S12
GCF_017656055.1.gff S7
GCF_017656055.1.gff S10
GCF_017656055.1.gff L3
GCF_017656055.1.gff L4
GCF_017656055.1.gff L23
GCF_017656055.1.gff L2
GCF_017656055.1.gff S19
GCF_017656055.1.gff L22
GCF_017656055.1.gff S3
GCF_017656055.1.gff L16
GCF_017656055.1.gff S17
GCF_017656055.1.gff L14
GCF_017656055.1.gff L5
GCF_017656055.1.gff S14
GCF_017656055.1.gff S8
GCF_017656055.1.gff L6
GCF_017656055.1.gff S5
GCF_017656055.1.gff L15
GCF_017656055.1.gff L36
GCF_017656055.1.gff S13
GCF_017656055.1.gff S11
GCF_017656055.1.gff S4
GCF_017656055.1.gff L17
GCF_017656055.1.gff L20
GCF_017656055.1.gff L35

GCF_000931575.1.gff L35
GCF_000931575.1.gff L20
GCF_000931575.1.gff S15
GCF_000931575.1.gff L13
GCF_000931575.1.gff S9
GCF_000931575.1.gff S1
GCF_000931575.1.gff L25
GCF_000931575.1.gff L34
GCF_000931575.1.gff S20
GCF_000931575.1.gff L28
GCF_000931575.1.gff L33
GCF_000931575.1.gff S2
GCF_000931575.1.gff L21
GCF_000931575.1.gff L27
GCF_000931575.1.gff L17
GCF_000931575.1.gff S4
GCF_000931575.1.gff S11
GCF_000931575.1.gff S13
GCF_000931575.1.gff L36
GCF_000931575.1.gff L15
GCF_000931575.1.gff L30
GCF_000931575.1.gff S5
GCF_000931575.1.gff L18
GCF_000931575.1.gff L6
GCF_000931575.1.gff S8
GCF_000931575.1.gff S14
GCF_000931575.1.gff L5
GCF_000931575.1.gff L24
GCF_000931575.1.gff L14
GCF_000931575.1.gff S17
GCF_000931575.1.gff L29
GCF_000931575.1.gff L16
GCF_000931575.1.gff S3
GCF_000931575.1.gff L22
GCF_000931575.1.gff S19
GCF_000931575.1.gff L2
GCF_000931575.1.gff L23
GCF_000931575.1.gff L4
GCF_000931575.1.gff L3
GCF_000931575.1.gff S10
GCF_000931575.1.gff L31
GCF_000931575.1.gff L32
GCF_000931575.1.gff L19
GCF_000931575.1.gff S16
GCF_000931575.1.gff L1
GCF_000931575.1.gff L11
GCF_000931575.1.gff S21
GCF_000931575.1.gff L9
GCF_000931575.1.gff S18
GCF_000931575.1.gff S6
GCF_000931575.1.gff S7
GCF_000931575.1.gff S12
GCF_000931575.1.gff L10
GCF_000931575.1.gff L7/L12

GCF_000754265.1.gff L13
GCF_000754265.1.gff S9
GCF_000754265.1.gff L34
GCF_000754265.1.gff L31
GCF_000754265.1.gff L33
GCF_000754265.1.gff L28
GCF_000754265.1.gff L19
GCF_000754265.1.gff S16
GCF_000754265.1.gff S1
GCF_000754265.1.gff S10
GCF_000754265.1.gff L3
GCF_000754265.1.gff L4
GCF_000754265.1.gff L23
GCF_000754265.1.gff L2
GCF_000754265.1.gff S19
GCF_000754265.1.gff L22
GCF_000754265.1.gff S3
GCF_000754265.1.gff L16
GCF_000754265.1.gff L29
GCF_000754265.1.gff S17
GCF_000754265.1.gff L14
GCF_000754265.1.gff L24
GCF_000754265.1.gff L5
GCF_000754265.1.gff S14
GCF_000754265.1.gff S8
GCF_000754265.1.gff L6
GCF_000754265.1.gff L18
GCF_000754265.1.gff S5
GCF_000754265.1.gff L30
GCF_000754265.1.gff L15
GCF_000754265.1.gff L36
GCF_000754265.1.gff S13
GCF_000754265.1.gff S11
GCF_000754265.1.gff S4
GCF_000754265.1.gff L17
GCF_000754265.1.gff L25
GCF_000754265.1.gff L32
GCF_000754265.1.gff L20
GCF_000754265.1.gff L35
GCF_000754265.1.gff S12
GCF_000754265.1.gff S7
GCF_000754265.1.gff L11
GCF_000754265.1.gff L1
GCF_000754265.1.gff L10
GCF_000754265.1.gff L7/L12
GCF_000754265.1.gff S2
GCF_000754265.1.gff S20
GCF_000754265.1.gff L9
GCF_000754265.1.gff S18
GCF_000754265.1.gff S6
GCF_000754265.1.gff S21
GCF_000754265.1.gff S15
GCF_000754265.1.gff L27
GCF_000754265.1.gff L21

GCF_002777075.1.gff L31
GCF_002777075.1.gff S16
GCF_002777075.1.gff L19
GCF_002777075.1.gff L28
GCF_002777075.1.gff S1
GCF_002777075.1.gff L13
GCF_002777075.1.gff S9
GCF_002777075.1.gff L33
GCF_002777075.1.gff L7/L12
GCF_002777075.1.gff L10
GCF_002777075.1.gff L1
GCF_002777075.1.gff L11
GCF_002777075.1.gff S21
GCF_002777075.1.gff L27
GCF_002777075.1.gff L21
GCF_002777075.1.gff S10
GCF_002777075.1.gff S7
GCF_002777075.1.gff S12
GCF_002777075.1.gff L17
GCF_002777075.1.gff S11
GCF_002777075.1.gff S13
GCF_002777075.1.gff L15
GCF_002777075.1.gff S5
GCF_002777075.1.gff L18
GCF_002777075.1.gff L6
GCF_002777075.1.gff S8
GCF_002777075.1.gff L5
GCF_002777075.1.gff L24
GCF_002777075.1.gff L14
GCF_002777075.1.gff S17
GCF_002777075.1.gff L29
GCF_002777075.1.gff L16
GCF_002777075.1.gff S3
GCF_002777075.1.gff L22
GCF_002777075.1.gff S19
GCF_002777075.1.gff L2
GCF_002777075.1.gff L23
GCF_002777075.1.gff L4
GCF_002777075.1.gff L3
GCF_002777075.1.gff S20
GCF_002777075.1.gff S4
GCF_002777075.1.gff S2
GCF_002777075.1.gff L34
GCF_002777075.1.gff L36
GCF_002777075.1.gff S14
GCF_002777075.1.gff L25
GCF_002777075.1.gff S6
GCF_002777075.1.gff S18
GCF_002777075.1.gff L9
GCF_002777075.1.gff L32
GCF_002777075.1.gff L35
GCF_002777075.1.gff L20
GCF_002777075.1.gff S15

GCF_000008605.1.gff L9
GCF_000008605.1.gff S18
GCF_000008605.1.gff S6
GCF_000008605.1.gff S10
GCF_000008605.1.gff L3
GCF_000008605.1.gff L4
GCF_000008605.1.gff L23
GCF_000008605.1.gff L2
GCF_000008605.1.gff S19
GCF_000008605.1.gff L22
GCF_000008605.1.gff S3
GCF_000008605.1.gff L16
GCF_000008605.1.gff L29
GCF_000008605.1.gff S17
GCF_000008605.1.gff L14
GCF_000008605.1.gff L24
GCF_000008605.1.gff L5
GCF_000008605.1.gff S14
GCF_000008605.1.gff S8
GCF_000008605.1.gff L6
GCF_000008605.1.gff L18
GCF_000008605.1.gff S5
GCF_000008605.1.gff L30
GCF_000008605.1.gff L15
GCF_000008605.1.gff L36
GCF_000008605.1.gff S13
GCF_000008605.1.gff S11
GCF_000008605.1.gff L17
GCF_000008605.1.gff L33
GCF_000008605.1.gff L11
GCF_000008605.1.gff L1
GCF_000008605.1.gff L10
GCF_000008605.1.gff L7/L12
GCF_000008605.1.gff S12
GCF_000008605.1.gff S7
GCF_000008605.1.gff S20
GCF_000008605.1.gff L31
GCF_000008605.1.gff S1
GCF_000008605.1.gff S4
GCF_000008605.1.gff L28
GCF_000008605.1.gff L25
GCF_000008605.1.gff S2
GCF_000008605.1.gff L27
GCF_000008605.1.gff L21
GCF_000008605.1.gff S21
GCF_000008605.1.gff L32
GCF_000008605.1.gff L20
GCF_000008605.1.gff L35
GCF_000008605.1.gff S15
GCF_000008605.1.gff S16
GCF_000008605.1.gff L19
GCF_000008605.1.gff L34
GCF_000008605.1.gff S9
GCF_000008605.1.gff L13

GCA_015697925.1.gff S15
GCA_015697925.1.gff L28
GCA_015697925.1.gff S2
GCA_015697925.1.gff S2
GCA_015697925.1.gff S18
GCA_015697925.1.gff S21
GCA_015697925.1.gff L31
GCA_015697925.1.gff L36
GCA_015697925.1.gff L32
GCA_015697925.1.gff S9
GCA_015697925.1.gff L13
GCA_015697925.1.gff L27
GCA_015697925.1.gff L11
GCA_015697925.1.gff L10
GCA_015697925.1.gff L7/L12
GCA_015697925.1.gff S12
GCA_015697925.1.gff S7
GCA_015697925.1.gff S10
GCA_015697925.1.gff L3
GCA_015697925.1.gff L4
GCA_015697925.1.gff L2
GCA_015697925.1.gff S19
GCA_015697925.1.gff S3
GCA_015697925.1.gff S17
GCA_015697925.1.gff L14
GCA_015697925.1.gff L5
GCA_015697925.1.gff S14
GCA_015697925.1.gff S8
GCA_015697925.1.gff S5
GCA_015697925.1.gff L15
GCA_015697925.1.gff S13
GCA_015697925.1.gff S11
GCA_015697925.1.gff S4
GCA_015697925.1.gff L35
GCA_015697925.1.gff L20

GCA_900016775.1.gff S1
GCA_900016775.1.gff L25
GCA_900016775.1.gff L28
GCA_900016775.1.gff L33
GCA_900016775.1.gff L19
GCA_900016775.1.gff S16
GCA_900016775.1.gff S12
GCA_900016775.1.gff S7
GCA_900016775.1.gff S21
GCA_900016775.1.gff L32
GCA_900016775.1.gff S10
GCA_900016775.1.gff L3
GCA_900016775.1.gff L4
GCA_900016775.1.gff L23
GCA_900016775.1.gff L2
GCA_900016775.1.gff S19
GCA_900016775.1.gff L22
GCA_900016775.1.gff S3
GCA_900016775.1.gff L16
GCA_900016775.1.gff L29
GCA_900016775.1.gff S17
GCA_900016775.1.gff L14
GCA_900016775.1.gff L24
GCA_900016775.1.gff L5
GCA_900016775.1.gff S14
GCA_900016775.1.gff S8
GCA_900016775.1.gff L6
GCA_900016775.1.gff L18
GCA_900016775.1.gff S5
GCA_900016775.1.gff L30
GCA_900016775.1.gff L15
GCA_900016775.1.gff L36
GCA_900016775.1.gff S13
GCA_900016775.1.gff S11
GCA_900016775.1.gff S4
GCA_900016775.1.gff L17
GCA_900016775.1.gff L20
GCA_900016775.1.gff L35
GCA_900016775.1.gff S20
GCA_900016775.1.gff S15
GCA_900016775.1.gff S6
GCA_900016775.1.gff S18
GCA_900016775.1.gff L9
GCA_900016775.1.gff L31
GCA_900016775.1.gff L34
GCA_900016775.1.gff L7/L12
GCA_900016775.1.gff L10
GCA_900016775.1.gff L1
GCA_900016775.1.gff L11
GCA_900016775.1.gff L21
GCA_900016775.1.gff L27
GCA_900016775.1.gff S2

GCA_015139955.1.gff L35
GCA_015139955.1.gff L20
GCA_015139955.1.gff L7/L12
GCA_015139955.1.gff L1
GCA_015139955.1.gff L11
GCA_015139955.1.gff L33
GCA_015139955.1.gff S21
GCA_015139955.1.gff S15
GCA_015139955.1.gff L27
GCA_015139955.1.gff L21
GCA_015139955.1.gff S9
GCA_015139955.1.gff S6
GCA_015139955.1.gff S18
GCA_015139955.1.gff S7
GCA_015139955.1.gff S10
GCA_015139955.1.gff L2
GCA_015139955.1.gff S19
GCA_015139955.1.gff S3
GCA_015139955.1.gff L29
GCA_015139955.1.gff L14
GCA_015139955.1.gff L24
GCA_015139955.1.gff L5
GCA_015139955.1.gff S8
GCA_015139955.1.gff L18
GCA_015139955.1.gff S5
GCA_015139955.1.gff L36
GCA_015139955.1.gff S13
GCA_015139955.1.gff S11
GCA_015139955.1.gff S4
GCA_015139955.1.gff L17
GCA_015139955.1.gff S20
GCA_015139955.1.gff S1
GCA_015139955.1.gff L31

GCA_002290365.1.gff L11
GCA_002290365.1.gff L1
GCA_002290365.1.gff L7/L12
GCA_002290365.1.gff S12
GCA_002290365.1.gff S7
GCA_002290365.1.gff S10
GCA_002290365.1.gff L3
GCA_002290365.1.gff L4
GCA_002290365.1.gff L23
GCA_002290365.1.gff L2
GCA_002290365.1.gff S19
GCA_002290365.1.gff L22
GCA_002290365.1.gff S3
GCA_002290365.1.gff L16
GCA_002290365.1.gff L29
GCA_002290365.1.gff S17
GCA_002290365.1.gff L14
GCA_002290365.1.gff L5
GCA_002290365.1.gff S14
GCA_002290365.1.gff S8
GCA_002290365.1.gff L6
GCA_002290365.1.gff L18
GCA_002290365.1.gff S5
GCA_002290365.1.gff L15
GCA_002290365.1.gff L36
GCA_002290365.1.gff S13
GCA_002290365.1.gff S11
GCA_002290365.1.gff S4
GCA_002290365.1.gff L17
GCA_002290365.1.gff S6
GCA_002290365.1.gff S18
GCA_002290365.1.gff L9
GCA_002290365.1.gff L3
GCA_002290365.1.gff S15
GCA_002290365.1.gff S2
GCA_002290365.1.gff L21
GCA_002290365.1.gff L27
GCA_002290365.1.gff L19
GCA_002290365.1.gff S16
GCA_002290365.1.gff L28
GCA_002290365.1.gff L33
GCA_002290365.1.gff S1
GCA_002290365.1.gff L25
GCA_002290365.1.gff L20
GCA_002290365.1.gff L35
GCA_002290365.1.gff L13
GCA_002290365.1.gff S9
GCA_002290365.1.gff L34
GCA_002290365.1.gff S21

GCF_900638335.1.gff S20
GCF_900638335.1.gff L35
GCF_900638335.1.gff L20
GCF_900638335.1.gff S10
GCF_900638335.1.gff L3
GCF_900638335.1.gff L4
GCF_900638335.1.gff L23
GCF_900638335.1.gff L2
GCF_900638335.1.gff S19
GCF_900638335.1.gff L22
GCF_900638335.1.gff S3
GCF_900638335.1.gff L16
GCF_900638335.1.gff L29
GCF_900638335.1.gff S17
GCF_900638335.1.gff L14
GCF_900638335.1.gff L24
GCF_900638335.1.gff L5
GCF_900638335.1.gff S14
GCF_900638335.1.gff S8
GCF_900638335.1.gff L6
GCF_900638335.1.gff L18
GCF_900638335.1.gff S5
GCF_900638335.1.gff L15
GCF_900638335.1.gff L36
GCF_900638335.1.gff S13
GCF_900638335.1.gff S11
GCF_900638335.1.gff S4
GCF_900638335.1.gff L17
GCF_900638335.1.gff L21
GCF_900638335.1.gff L27
GCF_900638335.1.gff L13
GCF_900638335.1.gff S9
GCF_900638335.1.gff L33
GCF_900638335.1.gff L11
GCF_900638335.1.gff L1
GCF_900638335.1.gff L10
GCF_900638335.1.gff L7/L12
GCF_900638335.1.gff S12
GCF_900638335.1.gff S7
GCF_900638335.1.gff L34
GCF_900638335.1.gff L9
GCF_900638335.1.gff S15
GCF_900638335.1.gff S6
GCF_900638335.1.gff S18
GCF_900638335.1.gff L19
GCF_900638335.1.gff S16
GCF_900638335.1.gff L28
GCF_900638335.1.gff S2
GCF_900638335.1.gff S1
GCF_900638335.1.gff L32
GCF_900638335.1.gff L25
GCF_900638335.1.gff L31
GCF_900638335.1.gff S21

GCF_000304455.1.gff L31
GCF_000304455.1.gff S10
GCF_000304455.1.gff S7
GCF_000304455.1.gff S12
GCF_000304455.1.gff S15
GCF_000304455.1.gff L17
GCF_000304455.1.gff S4
GCF_000304455.1.gff S11
GCF_000304455.1.gff S13
GCF_000304455.1.gff L36
GCF_000304455.1.gff L15
GCF_000304455.1.gff L30
GCF_000304455.1.gff S5
GCF_000304455.1.gff L18
GCF_000304455.1.gff L6
GCF_000304455.1.gff S8
GCF_000304455.1.gff S14
GCF_000304455.1.gff L5
GCF_000304455.1.gff L24
GCF_000304455.1.gff L14
GCF_000304455.1.gff S17
GCF_000304455.1.gff L29
GCF_000304455.1.gff L16
GCF_000304455.1.gff S3
GCF_000304455.1.gff L22
GCF_000304455.1.gff S19
GCF_000304455.1.gff L2
GCF_000304455.1.gff L23
GCF_000304455.1.gff L4
GCF_000304455.1.gff L3
GCF_000304455.1.gff S21
GCF_000304455.1.gff L34
GCF_000304455.1.gff L25
GCF_000304455.1.gff L11
GCF_000304455.1.gff L1
GCF_000304455.1.gff L10
GCF_000304455.1.gff L7/L12
GCF_000304455.1.gff S20
GCF_000304455.1.gff L28
GCF_000304455.1.gff L33
GCF_000304455.1.gff L32
GCF_000304455.1.gff L21
GCF_000304455.1.gff L27
GCF_000304455.1.gff S16
GCF_000304455.1.gff L19
GCF_000304455.1.gff L13
GCF_000304455.1.gff S9
GCF_000304455.1.gff S2
GCF_000304455.1.gff S1
GCF_000304455.1.gff L9
GCF_000304455.1.gff S18
GCF_000304455.1.gff S6
GCF_000304455.1.gff L35
GCF_000304455.1.gff L20

GCF_900090215.1.gff L21
GCF_900090215.1.gff L27
GCF_900090215.1.gff S21
GCF_900090215.1.gff L28
GCF_900090215.1.gff L33
GCF_900090215.1.gff S6
GCF_900090215.1.gff S18
GCF_900090215.1.gff L9
GCF_900090215.1.gff S2
GCF_900090215.1.gff S1
GCF_900090215.1.gff L20
GCF_900090215.1.gff L35
GCF_900090215.1.gff L13
GCF_900090215.1.gff S9
GCF_900090215.1.gff S16
GCF_900090215.1.gff L19
GCF_900090215.1.gff L32
GCF_900090215.1.gff L31
GCF_900090215.1.gff L25
GCF_900090215.1.gff S20
GCF_900090215.1.gff S15
GCF_900090215.1.gff L34
GCF_900090215.1.gff L17
GCF_900090215.1.gff S4
GCF_900090215.1.gff S11
GCF_900090215.1.gff S13
GCF_900090215.1.gff L36
GCF_900090215.1.gff L15
GCF_900090215.1.gff L30
GCF_900090215.1.gff S5
GCF_900090215.1.gff L18
GCF_900090215.1.gff L6
GCF_900090215.1.gff S8
GCF_900090215.1.gff S14
GCF_900090215.1.gff L5
GCF_900090215.1.gff L24
GCF_900090215.1.gff L14
GCF_900090215.1.gff S17
GCF_900090215.1.gff L16
GCF_900090215.1.gff S3
GCF_900090215.1.gff L22
GCF_900090215.1.gff S19
GCF_900090215.1.gff L2
GCF_900090215.1.gff L4
GCF_900090215.1.gff L3
GCF_900090215.1.gff S10
GCF_900090215.1.gff L7/L12
GCF_900090215.1.gff L10
GCF_900090215.1.gff L1
GCF_900090215.1.gff L11
GCF_900090215.1.gff S7
GCF_900090215.1.gff S12

GCF_002849995.1.gff L34
GCF_002849995.1.gff L11
GCF_002849995.1.gff L1
GCF_002849995.1.gff L10
GCF_002849995.1.gff L7/L12
GCF_002849995.1.gff S12
GCF_002849995.1.gff S7
GCF_002849995.1.gff S10
GCF_002849995.1.gff L3
GCF_002849995.1.gff L4
GCF_002849995.1.gff L23
GCF_002849995.1.gff L2
GCF_002849995.1.gff S19
GCF_002849995.1.gff L22
GCF_002849995.1.gff S3
GCF_002849995.1.gff L16
GCF_002849995.1.gff L29
GCF_002849995.1.gff S17
GCF_002849995.1.gff L14
GCF_002849995.1.gff L24
GCF_002849995.1.gff L5
GCF_002849995.1.gff S14
GCF_002849995.1.gff S8
GCF_002849995.1.gff L6
GCF_002849995.1.gff L18
GCF_002849995.1.gff S5
GCF_002849995.1.gff L15
GCF_002849995.1.gff L36
GCF_002849995.1.gff S13
GCF_002849995.1.gff S11
GCF_002849995.1.gff S4
GCF_002849995.1.gff L17
GCF_002849995.1.gff L21
GCF_002849995.1.gff L27
GCF_002849995.1.gff S20
GCF_002849995.1.gff L28
GCF_002849995.1.gff L33
GCF_002849995.1.gff S6
GCF_002849995.1.gff S18
GCF_002849995.1.gff L9
GCF_002849995.1.gff S21
GCF_002849995.1.gff S15
GCF_002849995.1.gff S1
GCF_002849995.1.gff L32
GCF_002849995.1.gff L31
GCF_002849995.1.gff S2
GCF_002849995.1.gff L20
GCF_002849995.1.gff L35
GCF_002849995.1.gff L25
GCF_002849995.1.gff L13
GCF_002849995.1.gff S9
GCF_002849995.1.gff S16
GCF_002849995.1.gff L19

GCF_019669085.1.gff L9
GCF_019669085.1.gff S18
GCF_019669085.1.gff S6
GCF_019669085.1.gff S2
GCF_019669085.1.gff S1
GCF_019669085.1.gff L20
GCF_019669085.1.gff L35
GCF_019669085.1.gff L31
GCF_019669085.1.gff S20
GCF_019669085.1.gff S21
GCF_019669085.1.gff S9
GCF_019669085.1.gff L13
GCF_019669085.1.gff L28
GCF_019669085.1.gff S7
GCF_019669085.1.gff S12
GCF_019669085.1.gff L7/L12
GCF_019669085.1.gff L10
GCF_019669085.1.gff L1
GCF_019669085.1.gff L11
GCF_019669085.1.gff L33
GCF_019669085.1.gff L34
GCF_019669085.1.gff S10
GCF_019669085.1.gff L3
GCF_019669085.1.gff L4
GCF_019669085.1.gff L23
GCF_019669085.1.gff L2
GCF_019669085.1.gff S19
GCF_019669085.1.gff L22
GCF_019669085.1.gff S3
GCF_019669085.1.gff L16
GCF_019669085.1.gff L29
GCF_019669085.1.gff S17
GCF_019669085.1.gff L14
GCF_019669085.1.gff L24
GCF_019669085.1.gff L5
GCF_019669085.1.gff S14
GCF_019669085.1.gff S8
GCF_019669085.1.gff L6
GCF_019669085.1.gff L18
GCF_019669085.1.gff S5
GCF_019669085.1.gff L30
GCF_019669085.1.gff L15
GCF_019669085.1.gff L36
GCF_019669085.1.gff S13
GCF_019669085.1.gff S11
GCF_019669085.1.gff L17
GCF_019669085.1.gff S4
GCF_019669085.1.gff S16
GCF_019669085.1.gff L19
GCF_019669085.1.gff L32
GCF_019669085.1.gff L21
GCF_019669085.1.gff L27
GCF_019669085.1.gff L25
GCF_019669085.1.gff S15

GCF_009883795.1.gff L34
GCF_009883795.1.gff L25
GCF_009883795.1.gff L13
GCF_009883795.1.gff S9
GCF_009883795.1.gff S21
GCF_009883795.1.gff S2
GCF_009883795.1.gff L20
GCF_009883795.1.gff L35
GCF_009883795.1.gff L11
GCF_009883795.1.gff L1
GCF_009883795.1.gff L10
GCF_009883795.1.gff L7/L12
GCF_009883795.1.gff S12
GCF_009883795.1.gff S7
GCF_009883795.1.gff S10
GCF_009883795.1.gff L3
GCF_009883795.1.gff L4
GCF_009883795.1.gff L23
GCF_009883795.1.gff L2
GCF_009883795.1.gff S19
GCF_009883795.1.gff L22
GCF_009883795.1.gff S3
GCF_009883795.1.gff L16
GCF_009883795.1.gff L29
GCF_009883795.1.gff S17
GCF_009883795.1.gff L14
GCF_009883795.1.gff L24
GCF_009883795.1.gff L5
GCF_009883795.1.gff S14
GCF_009883795.1.gff S8
GCF_009883795.1.gff L6
GCF_009883795.1.gff L18
GCF_009883795.1.gff S5
GCF_009883795.1.gff L30
GCF_009883795.1.gff L15
GCF_009883795.1.gff L36
GCF_009883795.1.gff S13
GCF_009883795.1.gff S11
GCF_009883795.1.gff S4
GCF_009883795.1.gff L17
GCF_009883795.1.gff L33
GCF_009883795.1.gff L28
GCF_009883795.1.gff L21
GCF_009883795.1.gff L27
GCF_009883795.1.gff S20
GCF_009883795.1.gff L19
GCF_009883795.1.gff S16
GCF_009883795.1.gff S15
GCF_009883795.1.gff S6
GCF_009883795.1.gff S18
GCF_009883795.1.gff L9
GCF_009883795.1.gff L31
GCF_009883795.1.gff S1
GCF_009883795.1.gff L32

GCA_016699915.1.gff S1
GCA_016699915.1.gff L21
GCA_016699915.1.gff L27
GCA_016699915.1.gff L34
GCA_016699915.1.gff S20
GCA_016699915.1.gff S16
GCA_016699915.1.gff L19
GCA_016699915.1.gff L25
GCA_016699915.1.gff L33
GCA_016699915.1.gff L28
GCA_016699915.1.gff S6
GCA_016699915.1.gff S18
GCA_016699915.1.gff L9
GCA_016699915.1.gff L20
GCA_016699915.1.gff L35
GCA_016699915.1.gff S15
GCA_016699915.1.gff L32
GCA_016699915.1.gff S21
GCA_016699915.1.gff S9
GCA_016699915.1.gff L13
GCA_016699915.1.gff L17
GCA_016699915.1.gff S4
GCA_016699915.1.gff S11
GCA_016699915.1.gff S13
GCA_016699915.1.gff L36
GCA_016699915.1.gff L15
GCA_016699915.1.gff L30
GCA_016699915.1.gff S5
GCA_016699915.1.gff L18
GCA_016699915.1.gff L6
GCA_016699915.1.gff S8
GCA_016699915.1.gff S14
GCA_016699915.1.gff L5
GCA_016699915.1.gff L24
GCA_016699915.1.gff L14
GCA_016699915.1.gff S17
GCA_016699915.1.gff L29
GCA_016699915.1.gff L16
GCA_016699915.1.gff S3
GCA_016699915.1.gff L22
GCA_016699915.1.gff S19
GCA_016699915.1.gff L2
GCA_016699915.1.gff L23
GCA_016699915.1.gff L4
GCA_016699915.1.gff L3
GCA_016699915.1.gff S10
GCA_016699915.1.gff S7
GCA_016699915.1.gff S12
GCA_016699915.1.gff L7/L12
GCA_016699915.1.gff L10
GCA_016699915.1.gff L1
GCA_016699915.1.gff L11
GCA_016699915.1.gff L31
GCA_016699915.1.gff S2

GCF_004296475.1.gff S1
GCF_004296475.1.gff L19
GCF_004296475.1.gff S16
GCF_004296475.1.gff L35
GCF_004296475.1.gff L20
GCF_004296475.1.gff L17
GCF_004296475.1.gff S4
GCF_004296475.1.gff S11
GCF_004296475.1.gff S13
GCF_004296475.1.gff L36
GCF_004296475.1.gff L15
GCF_004296475.1.gff S5
GCF_004296475.1.gff L18
GCF_004296475.1.gff L6
GCF_004296475.1.gff S8
GCF_004296475.1.gff S14
GCF_004296475.1.gff L5
GCF_004296475.1.gff L14
GCF_004296475.1.gff S17
GCF_004296475.1.gff L16
GCF_004296475.1.gff S3
GCF_004296475.1.gff L22
GCF_004296475.1.gff S19
GCF_004296475.1.gff L2
GCF_004296475.1.gff L23
GCF_004296475.1.gff L4
GCF_004296475.1.gff L3
GCF_004296475.1.gff S10
GCF_004296475.1.gff S7
GCF_004296475.1.gff S12
GCF_004296475.1.gff L7/L12
GCF_004296475.1.gff L10
GCF_004296475.1.gff L1
GCF_004296475.1.gff L11
GCF_004296475.1.gff S2
GCF_004296475.1.gff L13
GCF_004296475.1.gff S9
GCF_004296475.1.gff L31
GCF_004296475.1.gff L33
GCF_004296475.1.gff L28
GCF_004296475.1.gff S6
GCF_004296475.1.gff S18
GCF_004296475.1.gff L9
GCF_004296475.1.gff S21
GCF_004296475.1.gff S20
